mlbamid,steamerid,firstname,lastname,Team,position,bats,p1,p2,p3,p4,p5,p6,p7,p8,p9,gC,g1B,g2B,g3B,gSS,gLF,gCF,gRF,gDH,gUIF,gUOF,posadj,age,reliability,G,PA,IBB,NIBB,BB,K,HBP,RBOE,SH,SF,AB,H,1B,2B,3B,HR,AVG,OBP,SLG,wOBA,wOBAcon,SB,CS,wSB,UBR,BaseRunning,UZR,R,RBI,BABIP,wRAA,DEF_adj
621027,sa857704,Travis,Maezes,KCA,3b,L,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,23,0.44,0.2,1,0,0.0507,0.0507,0.3593,0.008,0.0092,0.0063,0.0075,0.9275,0.1471,0.1038,0.0231,0.0017,0.0185,0.158609,0.207127,0.246975,0.201847,0.2812,0.0097,0.0056,-0.0006,0.001,0.0004,0,0.0729,0.0753,0.23079684,-0.096,0.003333333333
656867,sa829302,Tim,Proudfoot,OAK,SS,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0.2,0,0,0,0,0,0,0.01,24,0.25,0.2,1,0,0.0382,0.0382,0.2425,0.009,0.0092,0.0063,0.0075,0.939,0.1647,0.1317,0.023,0.0021,0.008,0.17536,0.213231,0.229677,0.197567,0.23464,0.0144,0.0082,-0.0007,0.001,0.0003,0,0.0675,0.0654,0.22514368,-0.099,0.01
657020,sa829083,Zach,Sullivan,MIA,OF,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,21,0.59,0.2,1,0.001,0.0373,0.0383,0.3138,0.007,0.0092,0.0061,0.0074,0.9412,0.1601,0.1269,0.0232,0.0033,0.0067,0.170101,0.206674,0.223184,0.191119,0.25334,0.0167,0.0107,-0.0013,0.001,-0.0003,0,0.0604,0.0624,0.24422863,-0.105,-0.005333333333
656950,sa829114,Anfernee,Seymour,MIA,SS,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0.01,22,0.61,0.2,1,0,0.0333,0.0333,0.2494,0.007,0.0092,0.0061,0.0074,0.9462,0.1829,0.1527,0.0233,0.0038,0.0031,0.193263,0.22452,0.235724,0.204473,0.25142,0.036,0.0208,-0.0016,0.001,-0.0006,0,0.0631,0.0628,0.25645414,-0.094,0.01
656448,sa829117,Stone,Garrett,MIA,OF,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,21,0.44,0.2,1,0,0.0383,0.0383,0.3329,0.008,0.0092,0.0061,0.0074,0.9402,0.1633,0.1192,0.0235,0.0038,0.0168,0.173701,0.210921,0.260284,0.207145,0.28594,0.0123,0.0078,-0.0009,0.001,0.0001,0,0.0691,0.0768,0.24502425,-0.091,-0.005333333333
641675,sa829192,Brad,Haynal,MIA,C,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,25,0.6,0.2,1,0,0.0454,0.0454,0.2274,0.009,0.0092,0.0061,0.0074,0.9321,0.1908,0.1445,0.0326,0.0018,0.0119,0.204677,0.246672,0.281931,0.233461,0.27555,0.0075,0.0048,-0.0007,0.001,0.0003,0,0.074,0.0777,0.25549843,-0.07,0.01666666667
605203,sa829296,Mason,Davis,MIA,2b,B,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0,0.003333,24,0.46,0.2,1,0.002,0.0383,0.0403,0.2083,0.009,0.0092,0.0061,0.0074,0.9372,0.1894,0.1511,0.0274,0.0039,0.0071,0.202083,0.240177,0.262123,0.221703,0.25649,0.0209,0.0137,-0.0017,0.001,-0.0007,0,0.0693,0.0708,0.25,-0.079,0.003333333333
650675,sa830217,Isael,Soto,MIA,OF,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,20,0.54,0.2,1,0,0.0525,0.0525,0.3009,0.007,0.0092,0.0061,0.0074,0.927,0.1674,0.1271,0.0244,0.0042,0.0117,0.180574,0.228242,0.2537,0.214619,0.27474,0.0066,0.0041,-0.0006,0.001,0.0004,0,0.0689,0.0715,0.25040206,-0.085,-0.005333333333
592167,sa840092,Travis,Brewster,MIA,OF,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,25,0.26,0.2,1,0,0.0484,0.0484,0.286,0.009,0.0092,0.0061,0.0074,0.9291,0.1745,0.1338,0.026,0.0027,0.012,0.187771,0.233291,0.260285,0.21941,0.27702,0.0146,0.0091,-0.001,0.001,0,0,0.0704,0.0732,0.25450274,-0.081,-0.005333333333
656566,sa829129,Tyler,Humphreys,ARI,3b,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,23,0.21,0.2,1,0,0.0335,0.0335,0.3087,0.009,0.0092,0.0061,0.0074,0.944,0.1452,0.1137,0.0185,0.0021,0.0109,0.153815,0.188854,0.212413,0.17876,0.233,0.0106,0.0066,-0.0008,0.001,0.0002,0,0.0584,0.0628,0.21256727,-0.115,0.003333333333
657429,sa829039,Mac,James,TBA,C,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,24,0.61,0.2,1,0,0.0478,0.0478,0.1785,0.008,0.0092,0.0063,0.0075,0.9304,0.183,0.1479,0.026,0.0022,0.0069,0.196707,0.240313,0.251632,0.219688,0.23876,0.0087,0.0051,-0.0006,0.001,0.0004,0,0.0724,0.0679,0.23401993,-0.081,0.01666666667
664954,sa857232,Brett,Sullivan,TBA,C,L,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,23,0.58,0.2,1,0.001,0.0289,0.0299,0.1795,0.006,0.0092,0.0063,0.0075,0.9504,0.1967,0.1458,0.0309,0.0015,0.0185,0.206966,0.234027,0.300945,0.23194,0.2672,0.0207,0.0112,-0.0007,0.001,0.0003,0,0.0817,0.0866,0.23450454,-0.071,0.01666666667
630105,sa857694,Jake,Cronenworth,TBA,SS,L,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0.2,0,0,0,0,0,0,0.01,23,0.6,0.2,1,0.001,0.0667,0.0677,0.2149,0.01,0.0092,0.0063,0.0075,0.9085,0.1938,0.1529,0.0282,0.0051,0.0076,0.213322,0.273218,0.280742,0.247712,0.2777,0.021,0.0124,-0.0012,0.001,-0.0002,0,0.0818,0.0724,0.26849315,-0.058,0.01
657598,sa829411,Cade,Gotta,TBA,OF,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,25,0.66,0.2,1,0.003,0.0548,0.0578,0.192,0.006,0.0092,0.0063,0.0075,0.9225,0.2191,0.1516,0.0457,0.0051,0.0167,0.237489,0.284612,0.352343,0.2762,0.31689,0.0367,0.019,-0.0007,0.001,0.0003,0,0.0966,0.0929,0.28060446,-0.034,-0.005333333333
656510,sa829125,Seth,Harrison,SFN,OF,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,24,0.66,0.2,1,0,0.045,0.045,0.2519,0.008,0.0092,0.0061,0.0074,0.9335,0.1819,0.1402,0.0282,0.0041,0.0094,0.194861,0.236305,0.264005,0.221663,0.26917,0.0206,0.0138,-0.0018,0.001,-0.0008,0,0.0696,0.0724,0.25382578,-0.079,-0.005333333333
656897,sa829322,Kevin,Rivera,SFN,2b,B,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0,0.003333,21,0.39,0.2,1,0,0.023,0.023,0.2204,0.008,0.0092,0.0061,0.0074,0.9555,0.1758,0.1461,0.0218,0.003,0.005,0.183982,0.208041,0.228557,0.192785,0.23122,0.0086,0.0053,-0.0007,0.001,0.0003,0,0.0589,0.0635,0.23159322,-0.103,0.003333333333
658299,sa829636,Deac,Deacon,SFN,C,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,25,0.3,0.2,1,0,0.0589,0.0589,0.2257,0.009,0.0092,0.0061,0.0074,0.9185,0.168,0.1312,0.0247,0.0031,0.009,0.182806,0.237306,0.245734,0.217304,0.24358,0.0103,0.0064,-0.0008,0.001,0.0002,0,0.0684,0.0684,0.23003472,-0.083,0.01666666667
658297,sa830773,Rodney,Price,SFN,1B,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0.2,0,0,0,0,0,0,0,0,0,-0.016667,25,0.22,0.2,1,0,0.035,0.035,0.249,0.011,0.0092,0.0061,0.0074,0.9405,0.1821,0.1364,0.0278,0.0033,0.0146,0.193523,0.229377,0.276626,0.222237,0.27302,0.0117,0.0072,-0.0008,0.001,0.0002,0,0.0719,0.079,0.24477568,-0.079,-0.01666666667
641473,sa831749,Chase,Compton,SFN,3b,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,25,0.36,0.2,1,0,0.039,0.039,0.2579,0.009,0.0092,0.0061,0.0074,0.9385,0.1653,0.1298,0.0237,0.0025,0.0094,0.176203,0.214641,0.236688,0.200825,0.24418,0.0102,0.0063,-0.0008,0.001,0.0002,0,0.0636,0.0674,0.2297377,-0.097,0.003333333333
657230,sa829161,Michael,Katz,NYN,1B,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0.2,0,0,0,0,0,0,0,0,0,-0.016667,24,0.6,0.2,1,0,0.0498,0.0498,0.3535,0.008,0.0092,0.0061,0.0074,0.9286,0.1586,0.1183,0.0257,0.0013,0.0133,0.170862,0.217833,0.244344,0.206164,0.28636,0.0096,0.0058,-0.0007,0.001,0.0003,0,0.0663,0.0687,0.25527056,-0.092,-0.01666666667
656622,sa829318,Darryl,Knight,NYN,C,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,24,0.31,0.2,1,0,0.0389,0.0389,0.3269,0.009,0.0092,0.0061,0.0074,0.9386,0.1284,0.1009,0.0153,0.0017,0.0105,0.136827,0.17738,0.190315,0.1658,0.21486,0.0102,0.0064,-0.0008,0.001,0.0002,0,0.0547,0.0575,0.1937233,-0.126,0.01666666667
658680,sa832698,Claudio,Geraldo,NYN,OF,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,20,0.26,0.2,1,0,0.0319,0.0319,0.3153,0.008,0.0092,0.0061,0.0074,0.9466,0.1429,0.1124,0.0176,0.0019,0.011,0.150938,0.183891,0.20831,0.174507,0.23069,0.0117,0.0075,-0.0009,0.001,0.0001,0,0.0569,0.0614,0.21013223,-0.118,-0.005333333333
657149,sa829120,John,Ziznewski,CHA,3b,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,26,0.36,0.2,1,0,0.0568,0.0568,0.3198,0.008,0.0092,0.0063,0.0075,0.9214,0.1561,0.1218,0.0207,0.0018,0.0118,0.169424,0.222309,0.234162,0.205551,0.26467,0.0167,0.0093,-0.0007,0.001,0.0003,0,0.0702,0.067,0.24158714,-0.093,0.003333333333
656580,sa829128,Jake,Jarvis,CHA,2b,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0.2,0,0,0,0,0,0,0,0,0.003333,22,0.24,0.2,1,0,0.0289,0.0289,0.2497,0.011,0.0092,0.0063,0.0075,0.9463,0.1556,0.1276,0.0181,0.0016,0.0083,0.164428,0.196767,0.213225,0.182812,0.2207,0.0144,0.0082,-0.0007,0.001,0.0003,0,0.0618,0.062,0.21169876,-0.112,0.003333333333
657659,sa829252,Ryan,Leonards,CHA,SS,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0.2,0,0,0,0,0,0,0.01,25,0.56,0.2,1,0,0.0643,0.0643,0.202,0.011,0.0092,0.0063,0.0075,0.9109,0.2005,0.1509,0.0372,0.0032,0.0093,0.220138,0.277575,0.298488,0.256314,0.28543,0.0161,0.009,-0.0007,0.001,0.0003,0,0.0846,0.0773,0.27040023,-0.051,0.01
650527,sa828397,Ylexander,Villarroel,CHA,1B,B,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0.2,0,0,0,0,0,0,0,0,0,-0.016667,20,0.22,0.2,1,0,0.0289,0.0289,0.3025,0.01,0.0092,0.0063,0.0075,0.9473,0.1506,0.1176,0.0175,0.0016,0.0139,0.15891,0.190667,0.224764,0.183802,0.24107,0.0127,0.0073,-0.0006,0.001,0.0004,0,0.0643,0.068,0.21412907,-0.111,-0.01666666667
657549,sa829678,Michael,Danner,CHA,OF,L,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,25,0.37,0.2,1,0,0.0547,0.0547,0.2873,0.008,0.0092,0.0063,0.0075,0.9236,0.169,0.1269,0.027,0.0028,0.0122,0.183046,0.233178,0.258228,0.219062,0.27371,0.0145,0.0083,-0.0007,0.001,0.0003,0,0.0745,0.072,0.24825839,-0.082,-0.005333333333
658280,sa830242,Nelson,Hernandez,CHA,OF,L,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,21,0.22,0.2,1,0,0.0343,0.0343,0.304,0.009,0.0092,0.0063,0.0075,0.9429,0.1485,0.1174,0.0174,0.002,0.0116,0.157384,0.192908,0.217068,0.182561,0.23669,0.0157,0.0091,-0.0008,0.001,0.0002,0,0.0633,0.0646,0.21565848,-0.112,-0.005333333333
664833,sa857703,Jackson,Glines,CHA,OF,L,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,25,0.25,0.2,1,0,0.0429,0.0429,0.2314,0.012,0.0092,0.0063,0.0075,0.9314,0.1538,0.1198,0.0192,0.0021,0.0127,0.165162,0.210012,0.231239,0.197467,0.22566,0.0145,0.0082,-0.0007,0.001,0.0003,0,0.0687,0.0684,0.20308002,-0.099,-0.005333333333
656813,sa829319,Jonathan,Oquendo,MIL,2b,B,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0,0.003333,21,0.32,0.2,1,0.001,0.0409,0.0419,0.2601,0.008,0.0092,0.0061,0.0074,0.9365,0.1669,0.1355,0.0221,0.0025,0.0068,0.178167,0.218137,0.228872,0.199482,0.24245,0.0099,0.0063,-0.0008,0.001,0.0002,0,0.0613,0.0619,0.23648449,-0.098,0.003333333333
656506,sa829309,Chase,Harris,PHI,OF,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,25,0.43,0.2,1,0.001,0.0416,0.0426,0.2305,0.01,0.0092,0.0061,0.0074,0.9339,0.1879,0.1471,0.0268,0.0025,0.0114,0.201245,0.242035,0.272154,0.227115,0.26948,0.0227,0.014,-0.0014,0.001,-0.0004,0,0.0708,0.0734,0.25235916,-0.075,-0.005333333333
657574,sa829352,Joel,Fisher,PHI,C,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,24,0.32,0.2,1,0,0.0528,0.0528,0.2939,0.009,0.0092,0.0061,0.0074,0.9247,0.1943,0.1274,0.0402,0.0028,0.0239,0.210169,0.257706,0.337297,0.258943,0.33989,0.0095,0.0059,-0.0007,0.001,0.0003,0,0.0852,0.0937,0.2773889,-0.049,0.01666666667
607027,sa829119,Emmanuel,Marrero,PHI,SS,B,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0.01,24,0.61,0.2,1,0,0.0396,0.0396,0.2146,0.007,0.0092,0.0061,0.0074,0.9399,0.1801,0.1432,0.027,0.0021,0.0078,0.19157,0.22804,0.249556,0.211894,0.2457,0.0108,0.0071,-0.001,0.001,0,0,0.0646,0.0671,0.23768796,-0.088,0.01
656392,sa829151,Luke,Dykstra,ATL,2b,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0,0.003333,21,0.51,0.2,1,0,0.0203,0.0203,0.1394,0.01,0.0092,0.0061,0.0074,0.9562,0.2104,0.1728,0.0313,0.0024,0.0039,0.220108,0.242223,0.270101,0.22487,0.24766,0.0122,0.0076,-0.0009,0.001,0.0001,0,0.0658,0.0702,0.25173717,-0.077,0.003333333333
656398,sa829189,Jordan,Edgerton,ATL,3b,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,23,0.66,0.2,1,0.001,0.0324,0.0334,0.2929,0.006,0.0092,0.0061,0.0074,0.947,0.171,0.1307,0.0275,0.0022,0.0106,0.180513,0.21169,0.24767,0.20182,0.26543,0.0073,0.0047,-0.0007,0.001,0.0003,0,0.0631,0.0694,0.24642802,-0.096,0.003333333333
657696,sa829283,Wigberto,Nevarez,ATL,C,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,25,0.42,0.2,1,0,0.0406,0.0406,0.322,0.008,0.0092,0.0061,0.0074,0.9379,0.1403,0.1083,0.02,0.0015,0.0106,0.149636,0.190066,0.207847,0.178401,0.23303,0.0076,0.0048,-0.0006,0.001,0.0004,0,0.0572,0.0616,0.21168598,-0.115,0.01666666667
650355,sa829359,Terrence,Josephina,ATL,3b,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,22,0.21,0.2,1,0,0.0284,0.0284,0.2797,0.009,0.0092,0.0061,0.0074,0.9491,0.1547,0.1217,0.018,0.0017,0.0134,0.162981,0.193253,0.227704,0.185953,0.23712,0.0098,0.0062,-0.0008,0.001,0.0002,0,0.0601,0.0681,0.21299367,-0.109,0.003333333333
657440,sa829180,Matt,Tellor,ATL,1B,B,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0.2,0,0,0,0,0,0,0,0,0,-0.016667,25,0.46,0.2,1,0,0.0335,0.0335,0.3444,0.007,0.0092,0.0061,0.0074,0.946,0.1523,0.1149,0.022,0.0015,0.0139,0.160978,0.193932,0.231473,0.187865,0.26354,0.0071,0.0045,-0.0006,0.001,0.0004,0,0.0607,0.0684,0.23256596,-0.107,-0.01666666667
657623,sa829527,Jared,James,ATL,OF,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,23,0.32,0.2,1,0,0.0426,0.0426,0.2202,0.01,0.0092,0.0061,0.0074,0.9339,0.1825,0.1382,0.0245,0.0025,0.0173,0.195466,0.236574,0.282643,0.228624,0.26706,0.0178,0.011,-0.0012,0.001,-0.0002,0,0.0739,0.0811,0.23472577,-0.074,-0.005333333333
641603,sa842226,Stephen,Gaylor,ATL,OF,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,25,0.59,0.2,1,0.001,0.0619,0.0629,0.2197,0.008,0.0092,0.0061,0.0074,0.9156,0.2135,0.1636,0.0347,0.0044,0.0108,0.2332,0.286123,0.316083,0.265814,0.30954,0.028,0.0181,-0.0021,0.001,-0.0011,0,0.081,0.0812,0.29270758,-0.043,-0.005333333333
656684,sa829051,Montrell,Marshall,CIN,1B,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0.2,0,0,0,0,0,0,0,0,0,-0.016667,21,0.31,0.2,1,0,0.0374,0.0374,0.3588,0.008,0.0092,0.0061,0.0074,0.9411,0.1338,0.1041,0.0165,0.0012,0.0119,0.142129,0.180235,0.200362,0.170516,0.23678,0.0079,0.0049,-0.0006,0.001,0.0004,0,0.055,0.0599,0.21097265,-0.122,-0.01666666667
650443,sa828414,Andy,Sugilio,CIN,3b,B,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,20,0.28,0.2,1,0,0.0323,0.0323,0.2796,0.008,0.0092,0.0061,0.0074,0.9462,0.1537,0.1221,0.0179,0.0024,0.0113,0.162484,0.195252,0.222235,0.185213,0.234,0.0133,0.0083,-0.0009,0.001,0.0001,0,0.0589,0.0642,0.21487853,-0.11,0.003333333333
657653,sa829378,Paul,Kronenfeld,CIN,1B,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0.2,0,0,0,0,0,0,0,0,0,-0.016667,25,0.38,0.2,1,0.001,0.0455,0.0465,0.2744,0.008,0.0092,0.0061,0.0074,0.932,0.1666,0.1223,0.0233,0.0025,0.0185,0.178708,0.222375,0.268554,0.216173,0.26987,0.0088,0.0055,-0.0007,0.001,0.0003,0,0.0707,0.0775,0.22907966,-0.084,-0.01666666667
650432,sa830291,Reydel,Medina,CIN,OF,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,24,0.51,0.2,1,0,0.0273,0.0273,0.3699,0.007,0.0092,0.0061,0.0074,0.9522,0.1735,0.1199,0.0272,0.0041,0.0223,0.182172,0.209015,0.289508,0.215563,0.3269,0.0189,0.0121,-0.0014,0.001,-0.0004,0,0.0721,0.0841,0.26647867,-0.085,-0.005333333333
657080,sa829164,Nick,Vilter,SDN,3b,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,23,0.42,0.2,1,0.001,0.0644,0.0654,0.3067,0.014,0.0092,0.0061,0.0074,0.9071,0.1773,0.1212,0.0353,0.0033,0.0176,0.195489,0.258273,0.299738,0.247114,0.31776,0.0086,0.0054,-0.0007,0.001,0.0003,0,0.0776,0.0793,0.27058624,-0.058,0.003333333333
645310,sa829108,Junior,Soto,FA,OF,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,20,0.23,0.2,1,0,0.032,0.032,0.2972,0.008,0.0092,0.0061,0.0074,0.9465,0.1547,0.1194,0.0198,0.0019,0.0136,0.163497,0.19594,0.231696,0.188937,0.24628,0.0115,0.0072,-0.0008,0.001,0.0002,0,0.0632,0.0695,0.219406,-0.106,-0.005333333333
656784,sa829362,Byron,Murray,FA,OF,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,21,0.21,0.2,1,0,0.032,0.032,0.2855,0.009,0.0092,0.0061,0.0074,0.9455,0.1542,0.1187,0.0201,0.0022,0.0132,0.163072,0.196377,0.230818,0.188951,0.24123,0.0127,0.0079,-0.0009,0.001,0.0001,0,0.0633,0.0691,0.21553042,-0.106,-0.005333333333
650375,sa828387,Juan,Montes,FA,OF,B,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,22,0.26,0.2,1,0,0.032,0.032,0.2632,0.011,0.0092,0.0061,0.0074,0.9435,0.1587,0.1233,0.0184,0.002,0.015,0.168181,0.202911,0.239563,0.195664,0.24172,0.0154,0.0097,-0.0011,0.001,-0.0001,0,0.066,0.0723,0.21361677,-0.101,-0.005333333333
656462,sa829343,Isiah,Gilliam,FA,OF,B,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,20,0.29,0.2,1,0.001,0.033,0.034,0.2947,0.008,0.0092,0.0061,0.0074,0.9445,0.1543,0.1194,0.0196,0.0017,0.0136,0.163297,0.197433,0.230868,0.18911,0.24499,0.0101,0.0063,-0.0008,0.001,0.0002,0,0.0633,0.0693,0.21861405,-0.106,-0.005333333333
658127,sa830239,Pedro,Ogando,FA,OF,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,23,0.26,0.2,1,0,0.029,0.029,0.2744,0.008,0.0092,0.0061,0.0074,0.9495,0.166,0.1326,0.0187,0.0025,0.0122,0.174785,0.204199,0.23817,0.195064,0.24896,0.0225,0.0142,-0.0015,0.001,-0.0005,0,0.0644,0.0699,0.2294495,-0.101,-0.005333333333
658676,sa832570,Juan,Avila,FA,OF,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,22,0.28,0.2,1,0,0.036,0.036,0.2912,0.008,0.0092,0.0061,0.0074,0.9425,0.1541,0.1224,0.0197,0.0022,0.0098,0.163509,0.199318,0.220229,0.186902,0.23819,0.0135,0.0086,-0.001,0.001,0,0,0.061,0.0644,0.22237633,-0.108,-0.005333333333
656743,sa829424,Derek,Miller,BOS,OF,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,24,0.53,0.2,1,0,0.0769,0.0769,0.2126,0.01,0.0092,0.0063,0.0075,0.8993,0.2161,0.1563,0.0427,0.0028,0.0143,0.240292,0.304921,0.341604,0.285585,0.32539,0.0232,0.0134,-0.0011,0.001,-0.0001,0,0.1023,0.0939,0.29680835,-0.027,-0.005333333333
656540,sa829481,Tyler,Hill,BOS,OF,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,21,0.39,0.2,1,0,0.039,0.039,0.2331,0.009,0.0092,0.0063,0.0075,0.9383,0.1876,0.1479,0.0238,0.0027,0.0132,0.199953,0.237051,0.273253,0.225069,0.26979,0.0252,0.0148,-0.0013,0.001,-0.0003,0,0.0817,0.0816,0.24932094,-0.077,-0.005333333333
657665,sa829798,Hector,Lorenzana,BOS,SS,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0.2,0,0,0,0,0,0,0.01,25,0.29,0.2,1,0,0.0469,0.0469,0.2072,0.008,0.0092,0.0063,0.0075,0.9313,0.1861,0.1444,0.0297,0.0022,0.0098,0.199812,0.242548,0.26796,0.226467,0.25803,0.017,0.0095,-0.0007,0.001,0.0003,0,0.0813,0.078,0.24425048,-0.076,0.01
666915,sa857701,Bobby,Dalbec,BOS,3b,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,22,0.22,0.2,1,0,0.034,0.034,0.293,0.008,0.0092,0.0063,0.0075,0.9443,0.1753,0.1297,0.0227,0.0019,0.021,0.185576,0.218564,0.280264,0.217877,0.28755,0.0139,0.008,-0.0007,0.001,0.0003,0,0.0817,0.0885,0.24192537,-0.083,0.003333333333
