mlbamid,steamerid,firstname,lastname,Team,position,bats,p1,p2,p3,p4,p5,p6,p7,p8,p9,gC,g1B,g2B,g3B,gSS,gLF,gCF,gRF,gDH,gUIF,gUOF,posadj,age,reliability,G,PA,IBB,NIBB,BB,K,HBP,RBOE,SH,SF,AB,H,1B,2B,3B,HR,AVG,OBP,SLG,wOBA,wOBAcon,SB,CS,wSB,UBR,BaseRunning,UZR,R,RBI,BABIP,wRAA,DEF_adj
596119,13176,Blake,Swihart,BOS,DH,B,0.014,0.014,0.014,0.007,0.007,0.028,0.211,0.401,0.303,6.8,0,0,0,0,7.3,0,0,14.7,0,0,-1.509434,25,0.72,28.8198,110.7,0.2214,8.7353,8.9567,22.5393,0.5535,1.0184,0.8061,0.8594,99.5243,26.1771,18.3408,5.1856,0.8807,1.77,0.263018,0.324739,0.38617,0.309346,0.3571,1.5848,0.9268,-0.0962,0.224,0.1278,-0.025,12.0715,11.5655,0.32083198,-0.79,-1.509433969
643217,17901,Andrew,Benintendi,BOS,LF,L,0.035,0.389,0.023,0.002,0.048,0.138,0.114,0.107,0.144,0,0,0,0,0,118.8,7.9,0,0,0,0,-5.80635,22,0.66,126.684,526.4,1.5792,36.806,38.3852,76.1721,3.6848,4.8429,3.2779,3.8632,477.1889,134.6857,86.3293,32.0455,6.1261,10.1848,0.282241,0.33788,0.439106,0.333279,0.3634,13.0327,7.7531,-0.7244,0.747,0.0226,-0.618,66.0063,60.4727,0.31543556,6.636,-5.80635
519048,3086,Mitch,Moreland,BOS,1B,L,0.005,0.003,0.004,0.011,0.119,0.422,0.26,0.168,0.009,0,98.8,0,0,0,0,0,0,8.2,0,0,-9.196885,31,0.83,107.0658,426.7,2.9869,29.4087,32.3956,99.5987,5.1204,3.9256,2.0802,3.136,383.9677,97.7528,59.1637,23.3304,0.6874,14.5713,0.254574,0.318554,0.432757,0.321062,0.3916,1.3723,0.8411,-0.1828,-0.858,-1.0408,4.028,49.3666,53.9413,0.30476815,1.078,-9.196885449
628329,17016,Rusney,Castillo,BOS,OF,R,0.032,0.04,0.024,0.097,0.073,0.25,0.226,0.113,0.145,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,29,0.75,0.2,1,0,0.0529,0.0529,0.1934,0.007,0.0092,0.0052,0.0073,0.9275,0.2509,0.1819,0.0466,0.0062,0.0162,0.270501,0.312462,0.386457,0.303139,0.35408,0.0195,0.0116,-0.0011,0,-0.0011,0.002,0.1046,0.1068,0.32363486,-0.012,-0.005333333333
547957,18718,Hyun-soo,Kim,BAL,LF,L,0.176,0.371,0.005,0.003,0.001,0.13,0.053,0.015,0.247,0,0,0,0,0,97,0,0,0,0,0,-4.8519,29,0.82,97.038,408.3,2.0415,34.3034,36.3449,57.2101,4.083,3.7564,2.8687,2.9016,362.1018,102.1445,73.1993,16.4403,0.8296,11.6753,0.282095,0.351663,0.428815,0.337554,0.3592,4.4681,2.6923,-0.3441,0.331,-0.0131,-5.299,52.2423,45.3814,0.3055174,6.587,-4.8519
476883,2495,Pedro,Alvarez,BAL,DH,L,0.002,0.007,0.001,0.014,0.019,0.871,0.052,0.018,0.015,0,2.5,0,0,0,0,0,0,49.4,0,0,-5.969367,30,0.83,51.8724,209,1.672,18.8134,20.4854,55.7808,1.045,1.9228,0.8198,1.4404,185.2094,47.6754,26.0743,8.3318,0.2276,13.0417,0.257422,0.33244,0.516118,0.356561,0.46263,1.1375,0.6454,-0.0922,0.226,0.1338,-0.118,28.2965,32.3921,0.29393613,6.65,-5.96936736
474865,3209,Julio,Borbon,BAL,OF,L,0.062,0.062,0.094,0.031,0.094,0.062,0.156,0.187,0.25,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,31,0.79,0.2,1,0.001,0.054,0.055,0.1656,0.005,0.0092,0.0061,0.0076,0.9263,0.2401,0.1903,0.0313,0.0055,0.013,0.259169,0.301924,0.346868,0.283677,0.31644,0.0405,0.0202,-0.0005,0.001,0.0005,-0.004,0.1004,0.0926,0.30067523,-0.028,-0.005333333333
645848,15580,Dariel,Alvarez,BAL,OF,R,0.083,0.083,0.028,0.028,0.028,0.056,0.139,0.278,0.278,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,28,0.82,0.2,1,0.003,0.037,0.04,0.1585,0.007,0.0092,0.007,0.0076,0.9384,0.2544,0.1799,0.0511,0.0018,0.0215,0.271132,0.303572,0.398384,0.301401,0.3433,0.0115,0.0065,-0.0006,0,-0.0006,-0.004,0.1083,0.1084,0.304047,-0.014,-0.005333333333
607223,16246,A.J.,Reed,HOU,1B,L,0.004,0.004,0.005,0.013,0.056,0.369,0.125,0.373,0.051,0,36.6,0,0,0,0,0,0,0,0,0,-3.0537,24,0.74,36.6444,144.2,0.721,13.4091,14.1301,35.9677,0.8652,1.3266,0.83,1.0816,127.2931,30.6217,19.1431,6.1258,0.4034,4.9494,0.240566,0.318182,0.411671,0.314842,0.38348,0.4412,0.2681,-0.0618,0.16,0.0982,-1.074,16.3794,17.1233,0.29353996,-0.376,-3.0537
592567,16909,Colin,Moran,HOU,3B,L,0.011,0.021,0.016,0.005,0.005,0.053,0.047,0.362,0.48,0,0,0,12.8,0,0,0,0,0,0,0,0.21303,24,0.76,12.7818,48.7,0.0974,3.3965,3.4939,11.8308,0.3409,0.448,0.3695,0.3794,44.1163,10.4468,7.5233,1.9153,0.1285,0.8797,0.236811,0.295507,0.345874,0.280961,0.33942,0.3766,0.2019,-0.021,0.01,-0.011,0.001,4.8666,4.6639,0.30099229,-1.488,0.21303
502210,3892,Josh,Reddick,HOU,RF,L,0.003,0.01,0.085,0.015,0.172,0.197,0.458,0.056,0.004,0,0,0,0,0,0,0,111.5,0,0,0,-5.57523,30,0.84,111.5046,448.9,2.6934,38.1133,40.8067,64.3378,1.3467,4.1299,2.0094,3.3474,401.3897,107.1415,68.3894,20.0043,1.9659,16.7819,0.266936,0.334083,0.452005,0.335668,0.36135,5.81,3.0198,-0.2055,1.463,1.2575,2.192,54.3283,59.1797,0.27921737,6.544,-5.57523
435263,4810,Brian,McCann,HOU,C,L,0.001,0.001,0.011,0.118,0.455,0.25,0.124,0.034,0.005,97,0,0,0,0,0,0,0,8.7,0,0,7.06801,33,0.84,105.6726,432.5,1.73,38.9067,40.6367,83.3924,6.055,3.979,1.4898,3.2779,381.0406,87.5164,55.8659,13.3349,0.7186,17.597,0.229675,0.311378,0.406985,0.310862,0.34335,0.978,0.62,-0.1796,-1.682,-1.8616,2.092,49.7113,54.4649,0.24677804,-2.547,7.06801032
608324,17678,Alex,Bregman,HOU,3B,R,0.003,0.452,0.074,0.014,0.184,0.22,0.039,0.014,0,0,0,0,133.4,3.1,0,0,0,0,0,0,2.381081,23,0.72,136.5822,584.2,1.1684,46.0579,47.2263,91.2067,4.6736,5.3746,2.7799,4.2722,525.2481,140.0806,88.0769,28.6384,4.1843,19.181,0.266698,0.330196,0.446718,0.333156,0.36429,8.4301,5.2329,-0.626,0.713,0.087,-0.788,73.8951,72.6569,0.28845191,7.305,2.3810814
600869,13621,Jeimer,Candelario,CHN,3B,B,0.013,0.013,0.007,0.007,0.007,0.187,0.367,0.387,0.013,0,0,0,11.2,0,0,0,0,0,0,0,0.18711,23,0.77,11.2266,44,0.176,3.5062,3.6822,8.703,0.308,0.4048,0.2744,0.3321,39.4033,9.5639,6.2532,2.1512,0.1717,0.9878,0.242709,0.309973,0.381226,0.300036,0.33946,0.1786,0.1196,-0.0254,0.05,0.0246,-0.058,4.2467,4.6927,0.28544564,-0.652,0.18711
656941,16478,Kyle,Schwarber,CHN,LF,L,0.278,0.333,0.072,0.091,0.124,0.052,0.015,0.03,0.004,2.9,0,0,0,0,114,0,0,6,0,0,-6.15287,24,0.62,122.9256,539,1.617,59.4709,61.0879,126.5454,4.851,4.9588,3.2186,3.791,466.0515,123.1694,73.4361,21.0634,1.9508,26.7191,0.26429,0.352964,0.489851,0.359688,0.43456,6.4431,3.949,-0.4958,1.315,0.8192,-0.592,77.0827,72.5651,0.3046652,18.539,-6.152869971
471083,3364,Miguel,Montero,CHN,C,L,0.001,0.001,0.002,0.039,0.034,0.132,0.189,0.538,0.064,46.9,0,0,0,0,0,0,0,0,0,0,3.9042,33,0.81,46.8504,182.1,2.3673,18.4178,20.7851,40.167,2.0031,1.6753,1.2024,1.4088,156.7006,37.0033,25.7146,6.0521,0.443,4.7937,0.236144,0.33053,0.3722,0.305944,0.34711,0.8789,0.5762,-0.1158,-0.758,-0.8738,-0.925,18.2631,19.2133,0.28466611,-1.811,3.9042
519203,3473,Anthony,Rizzo,CHN,1B,L,0.001,0.027,0.533,0.432,0,0.001,0.002,0.002,0.001,0,145.9,0,0,0,0,0,0,0,0,0,-12.16215,27,0.87,145.9458,630.3,6.9333,68.2566,75.1899,102.7732,15.7575,5.7988,0.8888,4.5776,533.8862,148.7625,83.3116,31.6092,2.4919,31.3498,0.278644,0.380851,0.523346,0.382365,0.41633,6.9373,4.5864,-0.6938,0,-0.6938,6.732,90.5417,97.9777,0.29038054,33.473,-12.16215
488689,4464,Mike,Baxter,CHN,OF,L,0.035,0.053,0.018,0.018,0.035,0.106,0.223,0.479,0.032,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,32,0.77,0.2,1,0.006,0.0848,0.0908,0.2149,0.011,0.0092,0.0066,0.0077,0.8839,0.2054,0.1466,0.041,0.0049,0.0129,0.232382,0.309251,0.333737,0.283464,0.31893,0.0133,0.008,-0.0009,0,-0.0009,-0.009,0.0902,0.0887,0.28999699,-0.028,-0.005333333333
518792,4940,Jason,Heyward,CHN,RF,L,0.07,0.078,0.01,0.018,0.073,0.292,0.391,0.053,0.016,0,0,0,0,0,0,4.6,122.9,0,0,0,-6.067094,27,0.86,127.4778,517.8,1.0356,51.8418,52.8774,80.555,4.1424,4.7638,2.7161,3.7288,454.3353,121.8981,82.1431,25.482,1.6947,12.5783,0.268299,0.347356,0.414898,0.331843,0.35254,11.3195,5.3759,-0.106,1.833,1.727,14.638,57.8145,58.2917,0.2995631,5.914,-6.0670944
445055,5227,Jon,Jay,CHN,CF,L,0.085,0.028,0.002,0.002,0.003,0.105,0.288,0.38,0.107,0,0,0,0,0,0,80.5,0,3,0,0,0.995662,32,0.81,83.4624,329.1,1.3164,20.5092,21.8256,62.4519,7.5693,3.0277,2.2928,2.4805,294.9318,79.4042,60.0392,15.2214,0.9954,3.1481,0.269244,0.332929,0.359636,0.304645,0.34208,3.0771,1.7309,-0.2,0.306,0.106,-2.232,30.8098,30.052,0.32895623,-3.626,0.99566226
594694,14320,Wilmer,Difo,WAS,DH,B,0.021,0.062,0.031,0.01,0.031,0.113,0.093,0.227,0.412,0,0,4.5,6,7.5,0,0,0,9.5,0,0,-0.553659,25,0.76,27.5076,107,0.214,5.5402,5.7542,17.9351,0.749,0.9844,0.7357,0.8162,98.9449,25.7793,19.1748,4.7042,0.4463,1.454,0.260533,0.303786,0.361178,0.289254,0.32475,4.5691,2.0432,0.0456,0.141,0.1866,0.005,10.4522,10.5808,0.30265889,-2.538,-0.5536593443
452220,4251,Stephen,Drew,WAS,2B,L,0.001,0.006,0.003,0.003,0.011,0.02,0.522,0.375,0.059,0,0,15.8,12.6,15.8,0,0,0,10,0,0,0.10253,34,0.77,54.2052,210.3,0.4206,17.8741,18.2947,40.9833,1.2618,1.9348,1.3878,1.6134,187.7422,44.3957,27.0589,9.8922,0.7207,6.7238,0.236464,0.306113,0.404276,0.306885,0.34562,1.3757,0.8576,-0.1319,-0.416,-0.5479,-0.849,21.6084,25.0963,0.2659534,-1.929,0.102529989
502517,4316,Daniel,Murphy,WAS,2B,L,0.052,0.152,0.433,0.161,0.177,0.014,0.003,0.003,0.006,0,0,129.8,1.5,0,0,0,0,0,0,0,2.18808,32,0.86,131.2848,568,7.952,27.1901,35.1421,57.534,4.544,5.2256,1.625,4.2338,522.4551,165.3592,110.8589,37.1344,2.9244,14.4415,0.316513,0.362039,0.481713,0.356741,0.38102,5.3828,2.873,-0.2725,1.136,0.8635,-8.619,73.0896,75.0451,0.33189631,18.156,2.18808
607208,16252,Trea,Turner,WAS,SS,R,0.573,0.259,0.003,0.01,0.001,0.005,0.012,0.12,0.017,0,0,0,0,143.1,0,0,0,0,0,0,7.15392,24,0.8,143.0784,634.8,0.6348,40.3104,40.9452,120.1785,2.5392,5.8402,5.3496,4.2729,581.6931,175.0293,121.8224,29.7645,8.3093,15.1331,0.300902,0.347155,0.458689,0.345327,0.40619,40.0042,15.7897,1.3295,1.098,2.4275,-3.717,88.5103,66.886,0.35480892,14.313,7.15392
407862,1702,Reed,Johnson,WAS,OF,R,0.053,0.059,0.05,0.019,0.044,0.053,0.101,0.074,0.546,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,40,0.44,0.2,1,0,0.0361,0.0361,0.2265,0.016,0.0092,0.0069,0.0076,0.9334,0.2384,0.1668,0.0507,0.0033,0.0176,0.255379,0.292532,0.373183,0.288483,0.35363,0.0244,0.0126,-0.0005,-0.002,-0.0025,-0.01,0.0995,0.1045,0.31683168,-0.024,-0.005333333333
596019,12916,Francisco,Lindor,CLE,SS,B,0.192,0.216,0.555,0.001,0.001,0.001,0.004,0.029,0.001,0,0,0,0,145.6,0,0,0,0,0,0,7.27947,23,0.83,145.5894,642.7,1.9281,49.6991,51.6272,87.4963,3.8562,5.9128,2.6883,4.6775,579.8509,168.1782,119.7609,30.3258,3.3694,14.7221,0.290031,0.34946,0.430115,0.336766,0.36105,16.1433,9.3999,-0.8333,-0.019,-0.8523,16.498,79.9618,74.8811,0.31816902,9.951,7.27947
608070,13510,Jose,Ramirez,CLE,3B,B,0.035,0.162,0.007,0.003,0.345,0.354,0.032,0.035,0.028,0,0,45.1,82.6,1.5,7.5,0,0,0,0,0,1.828294,24,0.82,136.7118,566.8,1.1336,42.706,43.8396,55.5733,3.4008,5.2146,2.4964,4.2073,512.856,146.9847,101.51,32.6506,2.5332,10.2909,0.286602,0.344187,0.420337,0.330895,0.33762,19.0732,10.1802,-0.5364,2.573,2.0366,4.036,66.0527,63.4402,0.30295672,6.03,1.8282942
488726,4106,Michael,Brantley,CLE,LF,L,0.003,0.033,0.349,0.046,0.362,0.198,0.004,0.004,0,0,0,0,0,0,89,0,0,10.2,0,0,-5.634007,30,0.82,99.1278,417.9,4.179,33.9728,38.1518,43.3403,3.3432,3.8447,1.0737,3.1912,372.1401,108.1307,72.9007,24.438,0.6971,10.0949,0.290572,0.358971,0.441369,0.343349,0.35217,6.9045,3.2641,-0.0896,0.585,0.4954,-2.044,50.5874,51.8248,0.30455728,8.74,-5.634007299
285078,1875,Josh,Hamilton,TEX,1B,L,0.016,0.016,0.008,0.415,0.178,0.191,0.049,0.065,0.062,0,6.5,0,0,0,0,0,0,1.6,0,0,-0.729,36,0.69,8.1,33.4,0.167,2.1797,2.3467,9.3166,0.2672,0.3073,0.1113,0.2411,30.4337,7.7368,4.762,1.5617,0.0935,1.3195,0.254214,0.310932,0.44175,0.320787,0.4227,0.2457,0.1538,-0.0226,0.005,-0.0176,0,3.9432,4.518,0.32024533,0.077,-0.729
425783,3174,Shin-Soo,Choo,TEX,DH,L,0.217,0.562,0.098,0.001,0.066,0.004,0.042,0.007,0.003,0,0,0,0,0,0,0,7.4,113.5,0,0,-13.615567,34,0.83,120.9168,536.5,1.6095,63.4588,65.0683,125.6227,10.1935,4.9358,3.4308,3.7931,454.0143,117.7464,76.9562,23.2298,1.5031,16.0573,0.259345,0.36207,0.423235,0.343079,0.39932,8.0799,4.8067,-0.5355,0.596,0.0605,-0.48,71.9555,58.6872,0.32167126,11.101,-13.61556694
425902,4613,Prince,Fielder,TEX,1B,L,0.005,0.005,0.503,0.242,0.168,0.047,0.013,0.016,0,0,0.2,0,0,0,0,0,0,0,0,0,-0.016667,33,0.83,0.2,1,0.011,0.0826,0.0936,0.1586,0.014,0.0092,0.0019,0.0075,0.8831,0.2431,0.1627,0.0458,0.0014,0.0332,0.275154,0.351222,0.442821,0.340207,0.37083,0.0019,0.0012,-0.0004,-0.005,-0.0054,-0.007,0.1225,0.1318,0.30037207,0.018,-0.01666666667
592647,12797,Dalton,Pompey,TOR,CF,B,0.061,0.017,0.012,0.024,0.011,0.022,0.097,0.142,0.613,0,0,0,0,0,13.9,23.1,15.4,0,0,0,-1.079889,24,0.76,52.4556,201.4,0.2014,16.5928,16.7942,39.9103,1.4098,1.8529,1.5196,1.5356,180.1409,46.8823,33.4682,8.7521,1.3199,3.3421,0.26026,0.325632,0.379162,0.308214,0.34986,8.7674,3.7575,0.1511,0.346,0.4971,1.059,22.853,20.0499,0.31454205,-1.626,-1.0798893
461865,1159,Andrew,Romine,DET,3B,B,0.04,0.037,0.074,0.037,0.1,0.125,0.078,0.22,0.288,0,7.1,13,17.7,17.7,0,0,0,0,0,0,0.805519,31,0.74,55.404,219.6,0.2196,14.3582,14.5778,46.9716,2.196,2.0203,1.3369,1.6705,199.8187,48.2426,37.5891,7.1714,1.2219,2.2602,0.241435,0.297884,0.323492,0.274657,0.31655,6.5549,3.1994,-0.0657,0.226,0.1603,0.726,20.9871,19.0049,0.30200437,-7.853,0.8055191489
543238,5097,Anthony,Gose,DET,OF,L,0.322,0.028,0.009,0.004,0.013,0.031,0.052,0.198,0.342,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,26,0.81,0.2,1,0,0.0773,0.0773,0.3081,0.008,0.0092,0.0081,0.0073,0.8993,0.2034,0.1453,0.0343,0.0088,0.015,0.226082,0.290961,0.33379,0.275531,0.36219,0.0357,0.0178,-0.0004,0.002,0.0016,0.002,0.1041,0.0853,0.32287918,-0.035,-0.005333333333
502100,5305,Alex,Presley,DET,OF,L,0.072,0.121,0.019,0.011,0.035,0.096,0.216,0.213,0.217,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,31,0.8,0.2,1,0.003,0.0634,0.0664,0.1669,0.006,0.0092,0.0067,0.0075,0.9134,0.2409,0.1796,0.0364,0.0064,0.0185,0.263672,0.315357,0.378302,0.30123,0.33511,0.0212,0.0125,-0.0012,0.002,0.0008,-0.008,0.1067,0.102,0.30237933,-0.014,-0.005333333333
408234,1744,Miguel,Cabrera,DET,1B,R,0.118,0.011,0.84,0.023,0.001,0.001,0.003,0.002,0.001,0,139.9,0,0,0,0,0,0,1.5,0,0,-11.841814,34,0.86,141.4908,621,12.42,60.9048,73.3248,109.5514,3.726,5.7132,1.4146,4.6343,537.9003,166.6956,104.0016,31.4042,1.4119,29.8779,0.309895,0.393398,0.540164,0.391171,0.44995,1.3895,0.8517,-0.2737,-3.813,-4.0867,-0.294,91.5952,96.6385,0.33940933,37.491,-11.84181395
407893,1281,Mark,Teixeira,NYA,1B,B,0.005,0.005,0.108,0.576,0.171,0.033,0.04,0.039,0.024,0,0.2,0,0,0,0,0,0,0,0,0,-0.016667,37,0.79,0.2,1,0.005,0.1016,0.1066,0.2309,0.009,0.0092,0.0023,0.0072,0.8748,0.1953,0.1155,0.0367,0.0009,0.0421,0.2233,0.311711,0.411958,0.312462,0.36254,0.0037,0.0023,-0.0005,-0.004,-0.0045,0.002,0.1174,0.1303,0.25155993,-0.005,-0.01666666667
476633,2554,Chris,Parmelee,NYA,OF,L,0.022,0.077,0.15,0.088,0.081,0.139,0.182,0.172,0.088,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,29,0.79,0.2,1,0.005,0.0825,0.0875,0.2297,0.006,0.0092,0.0049,0.0075,0.8941,0.2297,0.1438,0.0434,0.0018,0.0407,0.256867,0.324779,0.445865,0.329529,0.39871,0.008,0.0053,-0.0009,0,-0.0009,-0.01,0.1212,0.1314,0.29942966,0.01,-0.005333333333
434540,2714,Garrett,Jones,NYA,OF,L,0.024,0.022,0.012,0.124,0.341,0.254,0.107,0.049,0.067,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,36,0.68,0.2,1,0.003,0.0715,0.0745,0.2433,0.006,0.0092,0.004,0.0075,0.908,0.2211,0.131,0.0452,0.0036,0.0413,0.243543,0.302819,0.437684,0.315979,0.39122,0.007,0.0043,-0.0006,-0.002,-0.0026,-0.012,0.1169,0.1317,0.2849897,-0.002,-0.005333333333
453056,4727,Jacoby,Ellsbury,NYA,CF,L,0.387,0.413,0.024,0.001,0.015,0.015,0.043,0.019,0.083,0,0,0,0,0,0,120.5,0,0,0,0,2.0088,33,0.86,120.528,531,1.062,41.1475,42.2095,81.7468,3.717,4.8852,4.0456,3.6505,477.3774,124.5633,90.2691,21.1268,3.1485,10.0188,0.260927,0.323533,0.381328,0.30754,0.33015,17.7626,6.5033,0.724,1.179,1.903,-1.509,64.3981,49.7482,0.29426045,-4.583,2.0088
544369,6012,Didi,Gregorius,NYA,SS,L,0.003,0.189,0.018,0.026,0.181,0.232,0.214,0.092,0.044,0,0,0,0,136.7,0,0,0,0,0,0,6.83721,27,0.85,136.7442,559.6,1.6788,30.4109,32.0897,80.2273,6.7152,5.1483,2.7997,4.1526,513.8429,135.0179,93.1511,25.7897,1.8895,14.1876,0.262765,0.312185,0.403146,0.308452,0.33525,5.2355,3.1279,-0.3917,2.182,1.7903,-0.323,60.8699,63.1075,0.28525929,-4.408,6.83721
592450,15640,Aaron,Judge,NYA,RF,R,0.011,0.005,0.003,0.056,0.101,0.11,0.182,0.244,0.288,0,0,0,0,0,0,0,100.6,0,0,0,-5.02929,25,0.78,100.5858,392,0.392,36.6882,37.0802,112.2068,3.528,3.6064,2.4527,2.997,345.9421,85.6343,52.821,14.4423,0.9732,17.3978,0.247539,0.324075,0.445784,0.330954,0.43168,3.7727,2.0494,-0.1974,0.38,0.1826,-0.097,48.041,51.7942,0.31110701,4.19,-5.02929
592230,11494,Kaleb,Cowart,LAA,2B,B,0.069,0.017,0.009,0.017,0.026,0.121,0.181,0.267,0.293,0,0,3.2,3.2,0,0,0,0,0,0,0,0.108,25,0.8,6.48,25.4,0.0762,1.527,1.6032,6.1203,0.1524,0.2337,0.1752,0.1917,23.2775,5.3043,3.7145,1.1147,0.1078,0.3673,0.227878,0.279886,0.332371,0.267222,0.32378,0.566,0.2839,-0.0097,0.029,0.0193,-0.007,2.3729,2.2897,0.29072643,-1.064,0.108
430203,1825,David,DeJesus,LAA,OF,L,0.223,0.102,0.035,0.121,0.069,0.163,0.113,0.068,0.105,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,37,0.66,0.2,1,0.002,0.0766,0.0786,0.1927,0.013,0.0092,0.0059,0.0071,0.8955,0.2084,0.1421,0.0433,0.0051,0.0179,0.23269,0.301736,0.352443,0.287159,0.31675,0.0124,0.008,-0.0011,-0.001,-0.0021,-0.005,0.103,0.0939,0.27528902,-0.025,-0.005333333333
519184,4712,Ben,Revere,LAA,LF,L,0.629,0.087,0.003,0.006,0.004,0.016,0.028,0.073,0.152,0,0,0,0,0,31.4,5,6.3,0,0,0,-1.802965,29,0.84,42.768,186.3,0,8.3099,8.3099,19.2328,1.3041,1.714,1.6222,1.2521,173.8117,47.7397,39.1896,5.5974,2.0473,0.9053,0.27466,0.310558,0.346054,0.287416,0.30015,8.1131,3.0007,0.3338,0.54,0.8738,-0.311,20.1549,14.3996,0.30230233,-4.701,-1.802964706
472528,4969,Luis,Valbuena,LAA,1B,L,0.003,0.019,0.009,0.121,0.255,0.304,0.193,0.091,0.005,0,61.6,9.2,15.4,0,0,0,0,18.5,0,0,-6.874952,31,0.82,104.6682,424.8,1.6992,46.1348,47.834,94.8057,2.9736,3.9082,1.7166,3.1476,369.1283,84.6723,51.8373,18.5368,1.0929,13.2054,0.22938,0.320216,0.392847,0.310599,0.35308,1.7573,1.2262,-0.2724,-0.123,-0.3954,1.417,46.5453,48.3072,0.2704367,-2.594,-6.874951599
596847,5452,Ji-Man,Choi,LAA,OF,L,0.016,0.047,0.008,0.086,0.07,0.25,0.258,0.141,0.125,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,26,0.7,0.2,1,0.005,0.0941,0.0991,0.1995,0.007,0.0092,0.0053,0.0074,0.8813,0.2238,0.1502,0.0445,0.0025,0.0266,0.253912,0.331583,0.40061,0.317944,0.35881,0.0175,0.0117,-0.0016,0.001,-0.0006,-0.003,0.1104,0.1114,0.29761545,0,-0.005333333333
461815,6035,David,Murphy,LAA,OF,L,0.026,0.024,0.017,0.212,0.198,0.134,0.157,0.153,0.078,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,35,0.74,0.2,1,0.002,0.064,0.066,0.1665,0.006,0.0092,0.0045,0.0075,0.916,0.2191,0.1495,0.044,0.0031,0.0225,0.239118,0.292359,0.367661,0.286495,0.31495,0.0063,0.0043,-0.0008,-0.002,-0.0028,-0.01,0.0996,0.107,0.26766508,-0.026,-0.005333333333
425664,1677,Shane,Victorino,LAA,OF,R,0.116,0.152,0.018,0.046,0.061,0.134,0.308,0.128,0.037,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,36,0.65,0.2,1,0.002,0.0562,0.0582,0.1852,0.012,0.0092,0.0059,0.0073,0.9166,0.2165,0.1552,0.0382,0.006,0.0171,0.236269,0.288507,0.347101,0.277376,0.31127,0.0168,0.0074,0.0001,0.001,0.0011,0.002,0.0977,0.0946,0.27633038,-0.034,-0.005333333333
400284,1679,Chase,Utley,LAN,2B,L,0.185,0.012,0.055,0.002,0.002,0.097,0.271,0.367,0.008,0,8,20.7,0,0,0,0,0,16.8,0,0,-2.273558,38,0.82,45.4734,184,0.92,11.9498,12.8698,34.7032,3.128,1.6928,1.2624,1.3608,165.379,40.0008,26.9644,8.3999,0.8607,3.7759,0.241866,0.306436,0.371559,0.294677,0.32955,1.2065,0.6243,-0.0651,0.285,0.2199,0.807,17.9751,18.0177,0.2824318,-3.541,-2.273557653
408236,1908,Adrian,Gonzalez,LAN,1B,L,0.001,0.001,0.136,0.672,0.177,0.002,0.002,0.004,0.004,0,135.1,0,0,0,0,0,0,0,0,0,-11.25495,35,0.86,135.0594,573.6,7.4568,44.374,51.8308,108.615,4.0152,5.2771,0.9432,4.1091,512.7017,134.5126,87.3563,26.8241,0.4105,19.9218,0.262361,0.332414,0.432846,0.326181,0.37319,1.2285,0.8502,-0.2658,-2.271,-2.5368,3.624,65.7987,75.2504,0.2951287,3.872,-11.25495
461416,211,Will,Venable,LAN,OF,L,0.164,0.097,0.023,0.016,0.081,0.152,0.143,0.118,0.208,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,34,0.8,0.2,1,0.008,0.0678,0.0758,0.241,0.008,0.0092,0.0065,0.0073,0.9024,0.2049,0.1393,0.0398,0.0032,0.0225,0.226998,0.290538,0.353124,0.27884,0.33592,0.0179,0.0083,-0.0001,0.002,0.0019,-0.003,0.0991,0.0963,0.28226555,-0.032,-0.005333333333
444843,6265,Andre,Ethier,LAN,LF,L,0.005,0.009,0.002,0.015,0.048,0.049,0.03,0.806,0.036,0,0,0,0,0,40.7,0,11.6,7.3,0,0,-3.466999,35,0.75,59.5836,229.7,1.3782,18.8666,20.2448,45.9433,2.5267,2.1132,1.7157,1.838,203.3748,51.9876,34.0813,10.3697,1.6974,5.8391,0.255616,0.327905,0.409425,0.318122,0.36352,1.5921,1.0614,-0.1833,-0.119,-0.3023,-1.025,23.2577,25.3261,0.30077807,0.023,-3.466998947
648717,15670,Alex,Guerrero,LAN,3b,R,0.015,0.035,0.008,0.045,0.08,0.17,0.151,0.163,0.333,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,30,0.61,0.2,1,0,0.0372,0.0372,0.2378,0.009,0.0092,0.0062,0.0075,0.94,0.2171,0.1379,0.0415,0.0036,0.0341,0.230972,0.265006,0.391596,0.280956,0.35175,0.0125,0.0066,-0.0004,-0.001,-0.0014,-0.002,0.099,0.1192,0.27087034,-0.031,0.003333333333
